TrackingID	DateOrderTaken	CallNum/MSSNum	BibID	Collection	PatronName	Project	Deadline	PagesToDig	TotalNumImages	StorageFolder	SentSCETI	SCETIReceived	ReturnedSCETI	SCCReturned	MetadataComplete	MetadataBy	ImagingComplete	ImagingBy	ProcessingComplete	ProcessingBy	ProofPubl	ProofPublBy	ConditionNotes	NotesInstructions	RemovedProject	NumFoldouts	QA Failure	QA Pass
12230	4/11/2019	mscoll200 box 421				Marian Anderson Digitization			48	MarianAnderson\scrapbooks					4/11/2019	em	4/11/2019	JDRothschild	4/12/2019	JDRothschild				53260	0		0	0
12231	4/11/2019	mscoll200 box 419				Marian Anderson Digitization			65	MarianAnderson\scrapbooks					4/11/2019	em	4/15/2019	JDRothschild	4/15/2019	JDRothschild				53258                                                                                   493 PPInch	0		0	0
12232	4/11/2019	mscoll200 box 423				Marian Anderson Digitization			99	MarianAnderson\scrapbooks					4/11/2019	em	4/15/2019	JDRrothschild	4/15/2019	JDRothschild				loose scrapbook pages in 3 separate folders       525 PPInch	0		0	0
12233	4/11/2019	mscoll200 box 436				Marian Anderson Digitization			122	MarianAnderson\scrapbooks					4/11/2019	em	5/15/2019	JDRothschild	5/15/2019	JDRothschild				53275                                                                                    131 ' stand	0		0	0
12234	4/11/2019	mscoll200 box 428				Marian Anderson Digitization			41	MarianAnderson\scrapbooks					4/11/2019	em	4/12/2019	JDRothschild	4/15/2019	JDRothschild				53267	0		0	0
12235	4/11/2019	mscoll200 box416				Marian Anderson Digitization			129	MarianAnderson\scrapbooks					4/11/2019	em	5/13/2019	JDRothschild	5/13/2019	JDRothschild			full of loose greeting cards- HANDLE WITH CARE	"2 vols of scrapbooks_x000D_
53255"	0		0	0
12236	4/11/2019	mscoll 198 b91 fldr 6 item 1			National Portrait Gallery	Patron Req			10						4/11/2019	em	4/11/2019	jr	4/11/2019	jr				57263 (or 60832)	0		0	0
12237		913.377 H874.EM	1339160			GenColl Hathi		242		sceti-completed:\GenCollHathi															0		0	0
12238		913.481 G448	1337445			GenColl Hathi		76	98	sceti-completed:\GenCollHathi															0		0	0
12239		901 W549	1326675			GenColl Hathi		204		sceti-completed:\GenCollHathi															0		0	0
12240		901 Sp34.ySc	2869369			GenColl Hathi		28		sceti-completed:\GenCollHathi															0		0	0
12241		901 M897	1326508			GenColl Hathi		288		sceti-completed:\GenCollHathi															0		0	0
12242		913.481 B557	1337442			GenColl Hathi		54		sceti-completed:\GenCollHathi															0		0	0
12243		913.54 G347	1447535			GenColl Hathi		51		sceti-completed:\GenCollHathi															0		0	0
12244		913.54 L153	1340467			GenColl Hathi		107		sceti-completed:\GenColl Hathi															0		0	0
12245		913.38 P85	1339305			GenColl Hathi		806		sceti-completed:\GenCollHathi															0		0	0
12246		901 L665.EM	816144			GenColl Hathi		718	751	sceti-completed:\GenCollHathi															0		0	1
12247		913.3841 P198	2870082			GenColl Hathi		644	754	sceti-completed:\GenCollHathi															0		0	1
12248		913.379 K67	2912985			GenColl Hathi		104		sceti-completed:\GenCollHathi															0		0	0
12249		913.376 M524	2912978			GenColl Hathi		260		sceti-completed:\GenCollHathi															0		0	0
12250		913.42 C548 1962	371577			GenColl Hathi		200	232	sceti-completed:\GenCollHathi															0		0	1
12251		913.394 W688	2870126			GenColl Hathi		26		sceti-completed:\GenCollHathi															0		0	0
12252	4/16/2019	mscoll640 box112			DePreist, Ginette	Patron Req		See below for details of what to image	3						4/16/2019	em							"fldr 1- photo #5 James Depriest conducting_x000D_
fldr 2- medal of art_x000D_
           - officier de l'order du merit culturel"	62137	0		0	0
12253	4/16/2019	mscoll640 box61 fldr			DePreist, Ginette	Patron Req		See below for details	2						4/16/2019	em							"Fldr 459: James Depriest w/Bush  photo_x000D_
               : pg X15 top right pic of Depriest"	62135	0		0	0
12254	4/16/2019	LG291 .S5 R62			Alirezaieyan, Reza	Patron Req		all	361	PatronRequests					4/16/2019	em	4/19/2019	JDR	4/22/2019	JDR				57890	0	2	0	0
12255		901 V863	1326657			GenColl Hathi		130		sceti-completed:\GenCollHathi															0		0	0
12256		901 Sh88	2912392			GenColl Hathi		339	355	sceti-completed:\GenCollHathi															0		0	1
12257		913.54 C914	354131			GenColl Hathi		374	428	sceti-completed:\GenCollHathi													Reshoot p. 275 tiff00000299		0		0	1
12258		913.454 C769	2870229			GenColl Hathi		216		sceti-completed:\GenCollHathi															0		0	0
12259		913.497 V526	1337512			GenColl Hathi		92		sceti-completed:\GenCollHathi															0		0	0
12260		913.371 R66W	2912959			GenColl Hathi		21		sceti-completed:\GenCollHathi															0		0	0
12261		913.374 T125	2913046			GenColl Hathi		72		sceti-completed:\GenCollHathi															0		0	1
12262		923.2 D262R	9919016283503681			GenColl Hathi			344	sceti-completed:\GenCollHathi	4/17/2019	SK												"File name convention:_x000D_
00000001.tif (an 8-digit sequential counter)_x000D_
_x000D_
400 ppi.  No spine shot needed."	0		0	1
12263		913.371 T175B	1333904			GenColl Hathi		93		scaeti-completed:\GenCollHathi															0		0	0
12264		913.494 T788	1337493			GenColl Hathi		47	52	sceti-completed:\GenColl Hathi															0		0	1
12265		913.392 J625	2448561			GenColl Hathi		47		scei-completed:\GenCollHathi															0		0	1
12266		913.4258 An27	1337652			GenColl Hathi		109	126	sceti-completed:\GenCollHathi															0		0	1
12267		913.52 H125	1340585			GenColl Hathi		96	148	sceti-completed:\GenCollHathi													Pages 20 (tiff00000036), 21 (tiff00000037), 29 (tiff00000045) & 2 blank pages (tiff00000092 /tiff00000093).		0		0	1
12268	4/23/2019	BM730 .A55 1957			Syros, Vasileios	Patron Req		all	155						4/23/2019	em								61948	0		0	1
12269		913.438 W633	2873529			GenColl Hathi		162		sceti-completed:\GenCollHathi															0		0	1
12270		913.475 M638	2913241			GenColl Hathi				sceti-completed:\GenCollHathi													24		0		0	0
12271		913.383 M888	2913090			GenColl Hathi		30		sceti-completed:\GenCollHathi															0		0	0
12272		913.383 K846	2913086			GenColl Hathi		14		sceti-completed:\GenCollHathi															0		0	0
12273		913.475 T172 map	2912140			GenColl Hathi				sceti-completed:\GenCollHathi															0		0	0
12274		913.392 R188	2449082			GenColl Hathi		266		sceti-completed:\GenCollHathi															0		0	1
12275		913.381 Ae24H	2870035			GenColl Hathi				sceti-completed:\GenCollHathi															0		0	0
12276		913.48C C794	2870270			GenColl Hathi		32		sceti-completed:\GenCollHathi															0		0	0
12277		913.371 H416Be	2912937			GenColl Hathi				sceti-completed:\GenCollHathi															0		0	1
12278		913.43 H438	1337670			GenColl Hathi		144		sceti-completed:\GenCollHathi															0		0	0
12279		913.42 H314	2870155			GenColl Hathi		47		sceti-completed:\GenCollHathi															0		0	0
12280	4/30/2019	Folio AE25 E53 vo.6 (plates)			Lippa, Chris	Patron Req									4/30/2019	em								62576	0		0	0
12281	4/30/2019	Folio BS 423 B46 1562 Way copy			Miranda, Miguel	Patron Req		Recto/verso of 4 pages starting at TP	8						4/30/2019	em								61718	0		0	0
12282	4/30/2019	see condition notes			Duffin, Jim	Patron Req		TP, copyright, ToC, inscription to Powell	4						4/30/2019	em							No call number as it's Univ. archives item.  Title is D. Lunii. Luvenalis et Auli Persii Flacci Satyrae	63312	0		0	0
12283		913.383 G55	2913079			GenColl Hathi				sceti-completed:\GenCollHathi															0		0	0
12284		913.377 W497	2912980			GenColl Hathi				sceti-completed:\GenCollHathi															0		0	0
12285		913.3933 K818	2913159			GenColl Hathi		54		sceti-completed:\GenCollHathi															0		0	0
12286		913.475 G869	2870265			GenColl Hathi		241		sceti-completed:\GenCollHathi															0		0	0
12287		901 Oz15 v.1	2912387			GenColl Hathi				sceti-completed:\GenCollHathi															0		0	1
12288		901 Oz15 v.2	2912387			GenColl Hathi		456		sceti-completed:\GenCollHathi															0		0	1
12289		913.54 G9581	1351516			GenColl Hathi		288		sceti-completed:\GenCollHathi															0		0	0
12290	5/3/2019	AE25 E53 v.9			Henderson, Amy	Patron Req		Tappisier (flagged)	1						5/3/2019	em								63405	0		0	0
12291		Bryn Mawr MS 56				BiblioPhilly			455	BiblioPhilly\BrynMawr							5/2/2019	JDRothschild	5/3/2019	JDRothschild					0		0	0
12292		901 Or88	2912383			GenColl Hathi				sceti-completed:\GenCollHathi															0		0	0
12293		LH1.P3 P25 v.12	995858803503681			Early Penn Pub				sceti-completed-2:\Early Penn Pub	5/6/2019	lv												"File name convention:_x000D_
LH1_P3_P25 _v.12__000001body.tif_x000D_
_x000D_
400 ppi; crop inside the page"	0		0	1
12294		LH1.P3 P25 v.13	995858803503681			Early Penn Pub				sceti-completed-2:\Early Penn Pub	5/6/2019	lv												"File name convention:_x000D_
LH1_P3_ P25_ v.13_000001body.tif_x000D_
_x000D_
400 ppi; crop inside the page"	0		0	1
12295		LH1.P3 P25 v.14 1915-16	995858803503681			Early Penn Pub			1216	sceti-completed-2:\Early Penn Pub	5/6/2019	lv											Please shoot pages 10, 11,1056, [1057], 1094 & 1095	"File name convention:_x000D_
LH1_P3_ P25 _v.14_000001body.tif_x000D_
_x000D_
400 ppi; crop inside the page"	0		0	1
12296		LH1.P3 P25 v.15	995858803503681			Early Penn Pub				sceti-completed-2:\Early Penn Pub	5/7/2019	lv												"File name convention:_x000D_
LH1_P3_ P25 _v.15_000001body.tif_x000D_
_x000D_
400 ppi; crop inside the page"	0		0	1
12297		LH1.P3 R322 v.1 1889-90	992401243503681			Early Penn Pub				sceti-completed-2:\Early Penn Pub	5/7/2019	lv												"File name convention:_x000D_
LH1_P3_ R322_ v.1_ 1889-90_000001body.tif_x000D_
_x000D_
400 ppi; crop inside page"	0		0	1
12298	5/7/2019	MS 56, Codex 015.1			Brandolisio, Donna	Kaplan		all	221	Kaplan\MS56					5/7/2019	em	5/9/2019	JDRothschild	5/10/2019	JDRothschild				63456	0		0	1
12299	5/7/2019	Folio AE25 E53 Plates v.3			Lippa, Chris	Patron Req									5/7/2019	em								63458	0		0	0
12300		913.37C L622				GenColl Hathi				sceti-completed:\GenCollHathi															0		0	0
12301		913.38C Ey77				GenColl Hathi				sceti-completed:\GenCollHathi															0		0	0
12303		913.377 G28a				GenColl Hathi				sceti-completed:\GenCollHathi															0		0	0
12304		913.38 B63	2912999			GenColl Hathi				sceti-completed:\GenCollHathi															0		0	0
12302		LH1.P3 R322 v. 2 1889-91	992401243503681			Early Penn Pub				sceti-completed-2:\Early Penn Pub	5/7/2019	lv												"File name convention:_x000D_
LH1_P3_ R322_v.2 1889-91_000001body.tif_x000D_
_x000D_
400 ppi; crop inside page"	0		0	1
12305		LH1.P3 R322 v.3 1891-1892	992401243503681			Early Penn Pub				sceti-completed-2:\Early Penn Pub	5/7/2019	lv												"File name convention:_x000D_
LH1_P3_ R322_v.3 1891-93_x000D_
_x000D_
400 ppi; crop inside page"	0		0	1
12306		LH1.P3 R322 v.4 1892-93	992401243503681			Early Penn Pub				sceti-completed-2:\Early Penn Pub	5/7/2019	lv												"File name convention:_x000D_
LH1_P3_ R322_v.4 1892-93_000001body.tif_x000D_
_x000D_
_x000D_
400 ppi; crop inside page"	0		0	1
12307		LH1.P3 R322 v.5 1893-94	992401243503681			Early Penn Pub			274	sceti-completed-2:\Early Penn Pub	5/7/2019	lv											Please reshoot p.  159 (blurry)	"File name convention:_x000D_
LH1_P3_ R322_v.5_1893-94_000001body.tif_x000D_
_x000D_
400 ppi; crop inside page"	0		0	1
12308		LH1.P3 R322 v.6 1894	992401243503681			Early Penn Pub				sceti-completed-2:\Early Penn Pub	5/8/2019	lv												"File name convention:_x000D_
LH1_P3_ R322_v.6 1894_000001body.tif_x000D_
_x000D_
400 ppi; crop inside page"	0		0	1
12309		LH1.P3 R322 v.7 1894-95	992401243503681			Early Penn Pub			299	sceti-completed-2:\Early Penn Pub	5/8/2019	lv												"File name convention:_x000D_
LH1_P3_ R322_v.7 1894-95_000001body.tif_x000D_
_x000D_
400 ppi; crop inside page"	0		0	0
12310		LH1.P3 R322 v.8 1895-96	992401243503681			Early Penn Pub				sceti-completed-2:\Early Penn Pub	5/8/2019	lv												"File name convention:_x000D_
LH1_P3_ R322_v.8_1895-96_000001body.tif_x000D_
_x000D_
400 ppi; crop inside page"	0		0	1
12311		LH1.P3 R322 v.9 1896-97	992401243503681			Early Penn Pub				sceti-completed-2:\Early Penn Pub	5/8/2019	lv												"File name convention:_x000D_
LH1_P3_ R322_v.9 1896-97_000001body.tif_x000D_
_x000D_
400 ppi; crop inside page"	0		0	1
12313		lewis_o_36			Nunez, Andrea	MSS of Muslim world			55	sceti-completed-2:\MuslimWorldGrant							4/29/2019	AN	4/29/2019	AN					0		0	0
12314		lewis_o_42			Nunez, Andrea	MSS of Muslim world			87	sceti-completed-2:\MuslimWorldGrant							4/30/2019	AN	4/30/2019	AN					0		0	0
12315		lewis_o_43			Nunez, Andrea	MSS of Muslim world			389	sceti-completed-2:\MuslimWorldGrant							5/1/2019	AN	5/1/2019	AN					0		0	0
12316		lewis_o_44			Nunez, Andrea	MSS of Muslim world			571	sceti-completed-2:\MuslimWorldGrant							5/2/2019	AN	5/2/2019	AN					0		0	0
12317		lewis_o_47			Nunez, Andrea	MSS of Muslim world			325	sceti-completed-2:\MuslimWorldGrant							5/3/2019	AN	5/3/2019	AN					0		0	0
12318		lewis_o_48			Nunez, Andrea	MSS of Muslim world			391	sceti-completed-2:\MuslimWorldGrant							5/6/2019	AN	5/6/2019	AN					0		0	0
12319		lewis_o_50			Nunez, Andrea	MSS of Muslim world			1095	sceti-completed-2:\MuslimWorldGrant							5/7/2019	AN	5/7/2019	AN					0		0	0
12312		LH1.P3 R322 v.10 1897-98	992401243503681			Early Penn Pub				sceti-completed-2:\Early Penn Pub	5/8/2019	lv												"File name convention:_x000D_
LH1_P3_ R322_v.10 1897-98_000001body.tif_x000D_
_x000D_
400 ppi; crop inside page"	0		0	1
12320		lewis_o_126			Nunez, Andrea	MSS of Muslim world			297	sceti-completed-2:\MuslimWorldGrant							5/8/2019	AN	5/8/2019	AN					0		0	0
12324		LH1.P3 P25 v.8 1909-1910	995858813503681			Early Penn Pub				sceti-completed-2:\Early Penn Pub	5/8/2019	lv												"File name convention:_x000D_
LH1_P3_ P25 _v8_1909_1910_000001body.tif_x000D_
_x000D_
400 ppi; crop inside page"	0		0	0
12325	5/8/2019	jrh27			Nunez, Andrea	MSS of Muslim world			726	sceti-completed-2:\MuslimWorldGrant	5/8/2019						6/7/2019	AN	6/7/2019	AN				File name convention: jrh27_0001	0		0	1
12326	5/8/2019	jrh33			Nunez, Andrea	MSS of Muslim world			874	sceti-completed-2:\MuslimWorldGrant	5/8/2019						6/19/2019	AN	6/20/2019	AN				File name convention: jrh33_0001	0		0	1
12327	5/8/2019	jrh32			Nunez, Andrea	MSS of Muslim world			603	sceti-completed-2:\MuslimWorldGrant	5/8/2019						6/17/2019	AN	6/18/2019	AN				File name convention: jrh32_0001	0		0	1
12328	5/8/2019	jrh31			Nunez, Andrea	MSS of Muslim world			613	sceti-completed-2:\MuslimWorldGrant	5/8/2019						6/6/2019	AN	6/7/2019	AN				File name convention: jrh31_0001	0		0	1
12329	5/8/2019	jrh51			Nunez, Andrea	MSS of Muslim world			267	sceti-completed-2:\MuslimWorldGrant	5/8/2019						6/4/2019	AN	6/5/2019	AN				File name convention: jrh51_0001	0		0	1
12330	5/8/2019	jrh63			Nunez, Andrea	MSS of Muslim world			473	sceti-completed-2:\MuslimWorldGrant	5/8/2019						6/3/2019	AN	6/4/2019	AN				File name convention: jrh63_0001	0		0	1
12331	5/8/2019	jrh48			Nunez, Andrea	MSS of Muslim world			365	sceti-completed-2:\MuslimWorldGrant	5/8/2019						6/5/2019	AN	6/5/2019	AN				File name convention: jrh48_0001	0		0	1
12332	5/8/2019	jrh49			Nunez, Andrea	MSS of Muslim world			229	sceti-completed-2:\MuslimWorldGrant	5/8/2019						6/5/2019	AN	6/5/2019	AN				File name convention: jrh49_0001	0		0	1
12385		LH1.P3 R322 v.29 1916-17	992401243503681			Early Penn Pub				sceti-completed-2:\Early Penn Pub	5/14/2019	lv												"File name convention:_x000D_
LH1_P3_ R322_v.29 1916-17_000001body.tif_x000D_
_x000D_
400 ppi; crop inside page"	0		0	1
12386		LH1.P3 R322 v.30 1917-18	992401243503681			Early Penn Pub				sceti-completed-2:\Early Penn Pub	5/14/2019	lv												"File name convention:_x000D_
LH1_P3_ R322_v.30 1917-18_000001body.tif_x000D_
_x000D_
400 ppi; crop inside page"	0		0	1
12387		LH1.P3 P25 v.32 no.2-5 1919	992401243503681			Early Penn Pub			218	sceti-completed-2:\Early Penn Pub	5/14/2019	lv												"File name convention:_x000D_
LH1_P3_ R322_v.32_no_2-5_1919_000001body.tif_x000D_
_x000D_
400 ppi; crop inside page"	0		0	1
12388		LH1.P3 R322 v.34 no.1-4 1919-20	992401243503681			Early Penn Pub				sceti-completed-2:\Early Penn Pub	5/14/2019	lv												"File name convention:_x000D_
LH1_P3_ R322_v.34_no_1-4_1919-20_000001body.tif_x000D_
_x000D_
400 ppi; crop inside page"	0		0	1
12389		LH1.P3 P25 v.35 no.1-7 1920-21	992401243503681			Early Penn Pub			316	sceti-completed-2:\Early Penn Pub	5/14/2019	lv												"File name convention:_x000D_
LH1_P3_ R322_v.35_no_1-7_1920-21_000001body.tif_x000D_
_x000D_
400 ppi; crop inside page"	0		0	1
12390		LH1.P3 R322 v.36 1921-22	992401243503681			Early Penn Pub				sceti-completed-2:\Early Penn Pub	5/14/2019	lv												"File name convention:_x000D_
LH1_P3_ R322_v.36_1921-22_000001body.tif_x000D_
_x000D_
400 ppi; crop inside page"	0		0	1
12391	5/14/2019	S515 .G35 1629			Bushnell, Rebecca (Mule, Alyssa)	Patron Req	5/24/2019	flagged (page on the right)	1						5/14/2019	em								62344	0		0	0
12392	5/14/2019	LatC V5874 Ei5 1549			Bushnell, Rebecca (Mule, Alyssa)	Patron Req	5/24/2019	pg 33, 60	2						5/14/2019	em								62280	0		0	0
12393	5/14/2019	FC55 L5629 578h 1594			Bushnell, Rebecca (Mule, Alyssa)		5/24/2019	foldout btwn p204/205	1						5/14/2019	em								60500	0	1	0	0
12394	5/14/2019	SB97 L39 1660			Bushnell, Rebecca (Mule, Alyssa)	Patron Req	5/24/2019	p10, p36, p75	3						5/14/2019	em								60516	0		0	0
12395	5/14/2019	Folio 578 H76.2			Bushnell, Rebecca (Mule, Alyssa)	Patron Req	5/24/2019	p192B, foldout btwn p210-211	2						5/14/2019	em								60499	0		0	0
12396	5/14/2019	Q155 P83			Bushnell, Rebecca (Mule, Alyssa)	Patron Req	5/24/2019	TP	1						5/14/2019	em								60259	0		0	0
12397	5/14/2019	615.32			Bushnell, Rebecca (Mule, Alyssa)	Patron Req	5/24/2019	p46	1						5/14/2019	em								60255	0		0	0
12398	5/14/2019	N.9.7			Bushnell, Rebecca (Mule, Alyssa)	Patron Req		p24-25 spread	1						5/14/2019	em								62343	0		0	0
12399	5/14/2019	Folio PA6312 .D5 N48 1531			Bushnell, Rebecca (Mule, Alyssa)	Patron Req		flagged plate (P44)	1						5/14/2019	em								62287	0		0	0
12400	5/14/2019	Folio 630 P222			Bushnell, Rebecca (Mule, Alyssa)	Patron Req		tp, portrait opp of p1,  p237	3						5/14/2019	em								60257	0		0	0
12401	5/14/2019	folio 581.63 p232			Bushnell, Rebecca (Mule, Alyssa)	Patron Req		TP, image of fountain tree p1645	2						5/14/2019	em								59258	0		0	0
12402	5/14/2019	Folio QL41 T67 1607			Bushnell, Rebecca (Mule, Alyssa)	Patron Req		cat p103	1						5/14/2019	em								60888	0		0	0
12403	5/14/2019	folio 580 f953a			Bushnell, Rebecca (Mule, Alyssa)	Patron Req		p161	1						5/14/2019	em								59256	0		0	0
12404	5/14/2019	MS56, Codex 016.1			Brandolisio, Donna	kaplan			117						5/14/2019	em								63479	0		0	1
12405		LH1 .U548 v. 1-2 1875-76				Early Penn Pub			212	sceti-completed-2:\Early Penn Pub	5/20/2019	lv												"File name convention:_x000D_
LH_1_U548_v_1-2 1875-76_000001body.tif_x000D_
_x000D_
400 ppi; crop inside page"	0		0	0
12406		LH_1_U548_v_3-4 1877-78				Early Penn Pub				sceti-completed-2:\Early Penn Pub	5/20/2019	lv												"File name convention:_x000D_
LH_1_U548_v_3-4 1877-78_000001body.tif_x000D_
_x000D_
400 ppi; crop inside page"	0		0	0
12407		LH1 .U548 v.5-8 1879-83				Early Penn Pub			716	sceti-completed-2:\Early Penn Pub	5/20/2019	lv											Please shoot page 104	"File name convention:_x000D_
LH_1_U548_v_5-8_1879-1883_000001body.tif_x000D_
_x000D_
400 ppi; crop inside page"	0		1	0
12408		LH1 .U548 v.9-11 Sep 1883-Nov 1885				Early Penn Pub			572	sceti-completed-2:\Early Penn Pub	5/20/2019	lv											2 pages p.[71] & p. 150	"File name convention:_x000D_
LH_1_U548_v_9-11_s1883_n1885_000001body.tif_x000D_
_x000D_
400 ppi; crop inside page"	0		0	1
12409		LH1.P3 R322 v.37 1922-23	992401243503681			Early Penn Pub				sceti-completed-2:\Early Penn Pub	5/21/2019	lv												"File name convention:_x000D_
LH1_P3_ R322_v37_1922-23_000001body.tif_x000D_
_x000D_
400 ppi; crop inside page"	0		0	0
12410		LH1.P3 R322 v.38 1923-24	992401243503681			Early Penn Pub			410	sceti-completed-2:\Early Penn Pub	5/21/2019	lv											Please shoot tiffs 00000254, 00000255 & p.11 tiff00000319	"File name convention: _x000D_
LH1_P3_ R322_v_38_1923-24_000001body.tif_x000D_
_x000D_
400 ppi; crop inside page"	0		0	1
12411		Neg No A7.27, A6.43, et al.				Patron Req		The front of each board.	20	sceti-completed-2/PatronReq/AIIS														"Shoot the front of each board and process two images: 1) Cropped to edge of board. 2) Cropped to edge of pasted photograph. _x000D_
_x000D_
Each image can be named by the ""Neg No"" on its label. _x000D_
_x000D_
600 ppi"	0		0	0
12412	6/3/2019	710 W88			Bushnell, Rebecca	Patron Req		plate opp p14 & p17	2						6/3/2019	em								64194	0		0	0
12413	6/3/2019	EC M3418 610mh			Bushnell, Rebecca	Patron Req		engraved TP	1						6/3/2019	em								64193	0		0	0
12414	6/3/2019	Folio PR2350 1615			Bushnell, Rebecca	Patron Req		Flagged (sheaperd's calendar p1 January)							6/3/2019	em								64195	0		0	0
12415	6/3/2019	MS56 Codex 017.1			Brandolisio, Donna	Kaplan			342						6/3/2019	em	11/1/2019	AN	11/1/2019	AN				64198	0		0	1
12416	6/3/2019	MSS vol. 403 (Library Company)			Fraas, Mitch	staff request		all							6/3/2019	em								On loan from library company	0		0	0
12417		BJ1578.J3 T65 1891 v.1	9970941973503681			KokuminSosho			154	sceti-completed-2\KokuminSosho														"400 ppi. Shoot covers and spine._x000D_
_x000D_
File name convention:_x000D_
bj1578_j3_t65_1891_v1_0001.tif"	0		0	1
12418		BJ1578.J3 T65 1891 v.2	9970942043503681			KokuminSosho			240	sceti-completed-2\KokuminSosho														"400 ppi. Shoot covers and spine._x000D_
_x000D_
File name convention:_x000D_
bj1578_j3_t65_1891_v2_0001.tif"	0		0	1
12419		BJ1578.J3 T65 1891 v.3	9970942133503681			KokuminSosho			270	sceti-completed-2\KokuminSosho														"400 ppi. Shoot covers and spine._x000D_
_x000D_
File name convention:_x000D_
bj1578_j3_t65_1891_v3_0001.tif"	0		0	1
12420		BJ1578.J3 T65 1891 v.4	9970942413503681			KokuminSosho			260	sceti-completed-2\KokuminSosho														"400 ppi. Shoot covers and spine._x000D_
_x000D_
File name convention:_x000D_
bj1578_j3_t65_1891_v4_0001.tif"	0		0	1
12421		BJ1578.J3 T65 1891 v.5	9970942623503681			KokuminSosho			300	sceti-completed-2\KokuminSosho														"400 ppi. Shoot covers and spine._x000D_
_x000D_
File name convention:_x000D_
bj1578_j3_t65_1891_v5_0001.tif"	0		0	1
12422		BJ1578.J3 T65 1891 v.6	9970942683503681			KokuminSosho			440	sceti-completed-2\KokuminSosho														"400 ppi. Shoot covers and spine._x000D_
_x000D_
File name convention:_x000D_
bj1578_j3_t65_1891_v6_0001.tif"	0		0	1
12423		BJ1578.J3 T65 1891 v.7	9970942593503681			KokuminSosho			160	sceti-completed-2\KokuminSosho														"400 ppi. Shoot covers and spine._x000D_
_x000D_
File name convention:_x000D_
bj1578_j3_t65_1891_v7_0001.tif"	0		0	1
12424		BJ1578.J3 T65 1891 v.8	9970943053503681			KokuminSosho			320	sceti-completed-2\KokuminSosho														"400 ppi. Shoot covers and spine._x000D_
_x000D_
File name convention:_x000D_
bj1578_j3_t65_1891_v8_0001.tif"	0		0	1
12425		BJ1578.J3 T65 1891 v.9	9970943113503681			KokuminSosho			210	sceti-completed-2\KokuminSosho														"400 ppi. Shoot covers and spine._x000D_
_x000D_
File name convention:_x000D_
bj1578_j3_t65_1891_v9_0001.tif"	0		0	1
12426		BJ1578.J3 T65 1891 v.10	9970943163503681			KokuminSosho			750	sceti-completed-2\KokuminSosho														"Volume 10 has two physical volumes. Put all of the images together in a single volume. If the first phyiscal volume ends with body0300, make the front cover of the second physical volume body0301._x000D_
_x000D_
400 ppi. Shoot covers and spine._x000D_
_x000D_
File name convention:_x000D_
bj1578_j3_t65_1891_v10_0001.tif"	0		0	1
12427						Old																			0		0	0
12428	6/6/2019	Volume XVI Number 1				Early Penn Pub			32	EarlyPennPub															0		0	1
12429	6/6/2019	Volume XVI Number 2				Early Penn Pub			24	EarlyPennPub															0		0	1
12430	6/6/2019	Volume XVI Number 3				Early Penn Pub			22	EarlyPennPub															0		0	1
12431	6/6/2019	Volume XVI Number 4				Early Penn Pub			24	EarlyPennPub															0		0	1
12432	6/6/2019	Volume XVI Number 6				Early Penn Pub			24	EarlyPennPub															0		0	1
12433	6/6/2019	Volume XVI Number 7				Early Penn Pub			22	EarlyPennPub															0		0	1
12434	6/6/2019	Volume XVI Number 8				Early Penn Pub			24	EarlyPenPub															0		0	1
12435	6/6/2019	Volume XVI Number 9				Early Penn Pub			24	EarlyPennPub															0		0	1
12436	6/6/2019	Volume XVI Number 10				Early Penn Pub			24	EarlyPennPub															0		0	1
12437	6/6/2019	Volume XVI Number 11				Early Penn Pub			22	EarlyPennPub															0		0	1
12438	6/6/2019	Volume XVI Number 12				Early Penn Pub			32	EarlyPennPub															0		0	1
12439	6/6/2019	Volume XVI Number 13				Early Penn Pub			32	EarlyPennPub															0		0	1
12440	6/6/2019	Volume XVI Number 14				Early Penn Pub			18	EarlyPennPub															0		0	1
12441	6/6/2019	Volume XVI Number 15				Early Penn Pub			24	EarlyPennPub															0		0	1
12442	6/6/2019	Volume XVI Number 16				Early Penn Pub			24	EarlyPennPub															0		0	1
12443	6/6/2019	Volume XVI Number 18				Early Penn Pub			32	Early Penn Pub															0		0	1
12444	6/6/2019	Volume XVI Number 17				Early Penn Pub			32	EarlyPennPub															0		0	1
12445	6/6/2019	Volume XVI Number 19				Early Penn Pub			32	EarlyPennPub															0		0	1
12446	6/6/2019	Volume XVI Number 20				Early Penn Pub			32	EarlyPennPub															0		0	1
12447	6/6/2019	Volume XVI Number 21				Early Penn Pub			32	EarlyPennPub															0		0	1
12448	6/6/2019	Volume XVI Number 22				Early Penn Pub			32	EarlyPennPub															0		0	1
12449	6/6/2019	Volume XVI Number 24				Early Penn Pub			32	Early Penn Pub															0		0	1
12450	6/6/2019	Volume XVII Number 1				Early Penn Pub				EarlyPennPub															0		0	0
12451	6/6/2019	Volume XVII Number 2				Early Penn Pub			24	EarlyPennPub															0		0	0
12452	6/6/2019	Volume XVII Number 3				Early Penn Pub			24	Early Penn Pub															0		0	0
12453		Volume XVII Number 1				Early Penn Pub																			0		0	0
12454	6/6/2019	Volume XVII Number 4				Early Penn Pub			24	EarlyPennPub															0		0	0
12455	6/6/2019	Volume XVII Number 5				Early Penn Pub			24	Early Penn Pub															0		0	0
